,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
747,+LIVE & LIVESTYLE in BERLINs-EUROPE-CITY-SINGLE LIVING+,https://www.immobilienscout24.de/expose/115286662,675.0,48.6,50.0,773.6,2025,4 von 6,27.0,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Bärlin Housing GmbH 10711 Berlin,"10557 Berlin, Britz (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10557 Berlin,,Britz,Neukölln,25.0,Neuk,Neukö
752,Moderne Dachgeschosswohnung in herrschaftlicher Stadtvilla in Berlin-Grunewald !,https://www.immobilienscout24.de/expose/111167397,4550.0,1070.0,0.0,5620.0,13650.00(3 Nettokaltmieten),,238.0,4,2.0,2.0,True,True,1909.0,2019.0,Vollständig renoviert,Gas-Heizung,Gas,laut Gesetz nicht erforderlich,,,CP-Claudia Pleyer Immobilien Höhmannstrasse 9 14193 Berlin-Grunewald,"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14193 Berlin,,Grunewald,Wilmersdorf,19.11764705882353,ChWi,Wilmd
764,Wohnen am U-Bhf Adenauer Platz ( Kurfürstendamm/Brandenburgische Straße zur Eigenrenovierung ),https://www.immobilienscout24.de/expose/114324387,970.0,280.0,0.0,1250.0,3 Monatskaltmieten,5 von 5,80.5,3,1.0,1.0,True,,1973.0,,Renovierungsbedürftig,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,109.9,Immopoint Grunewald Immobilien GmbH Kaiserdamm 6 14057 Berlin,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10709 Berlin,,Wilmersdorf,Wilmersdorf,12.049689440993788,ChWi,Wilmd
781,Erstbezug - Wunderschöne 5-Zimmer-Penthousewohnung über den Dächern Schönebergs,https://www.immobilienscout24.de/expose/115381606,2490.0,400.0,0.0,2890.0,3 Nettokaltmieten,5,144.0,5,,,True,,2020.0,2020.0,Erstbezug,Wärmepumpe,,liegt zur Besichtigung vor,,,Houses & Homes - H & H Immobilien GmbH Benkertstr. 22 14467 Potsdam,"12161 Berlin, Friedenau (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12161 Berlin,,Friedenau,Schöneberg,17.291666666666668,TSch,Schön
800,"Erstbezug in hochwertige Maisonette-Wohnung, unmittelbar in Kudamm Nähe - Teilgewerbliche Vermietung",https://www.immobilienscout24.de/expose/114964676,3838.0,450.0,0.0,4288.0,5100,,202.0,7,4.0,2.0,True,True,1900.0,,Erstbezug nach Sanierung,Fußbodenheizung,,liegt vor,Verbrauchsausweis,159.0,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10719 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10719 Berlin,,Wilmersdorf,Wilmersdorf,19.0,ChWi,Wilmd
808,"Moderne, lichtdurchflutete Neubauwohnung in beliebtester Lage Charlottenburgs",https://www.immobilienscout24.de/expose/115233080,2740.0,550.0,0.0,3290.0,8220,3 von 5,137.0,3,,2.0,True,True,2018.0,,Neuwertig,Fußbodenheizung,,liegt vor,Bedarfsausweis,,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,,Charlottenburg,Charlottenburg,20.0,ChWi,Charl
815,Moderne trifft Historie – Erstbezug in der Glockengießerei!,https://www.immobilienscout24.de/expose/114024894,1440.0,310.0,,1750.0,Kaution: 3 Monatsmieten,1 von 4,80.0,2,2.0,1.0,True,True,2019.0,,,,,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"12051 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12051 Berlin,,Neukölln,Neukölln,18.0,Neuk,Neukö
822,Hochwertig möblierte Neubauwohnung im No. 1 Charlottenburg - am Spreeufer Tiergarten - ab Februar 20,https://www.immobilienscout24.de/expose/114220051,1600.0,200.0,0.0,1800.0,5400.00,2,55.0,2,1.0,1.0,True,True,,,,,,,,,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10587 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10587 Berlin,,Charlottenburg,Charlottenburg,29.09090909090909,ChWi,Charl
833,Perfekte Lage direkt in Alt-Tegel - mit umliegenden Balkon,https://www.immobilienscout24.de/expose/99263069,700.0,240.0,,940.0,2100,3 von 4,67.59,2,,,,,1963.0,,Gepflegt,,Gas,,Verbrauchsausweis,235.9,maz Immobilien Treskowstraße 6 13507 Berlin,"13507 Berlin, Tegel (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13507 Berlin,,Tegel,Reinickendorf,10.356561621541648,Rein,Reind
858,Gemütliche 2 Zimmerwohnung mit EBK in Oberschöneweide!,https://www.immobilienscout24.de/expose/115581073,799.64,171.72,0.0,971.36,3 Nettokaltmieten,3,57.24,2,,1.0,,True,1905.0,,Gepflegt,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,,TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12459 Berlin,,Oberschöneweide,Köpenick,13.96995108315863,TrKö,Köpen
868,Direkt am Boxhagener Platz - Erstbezug nach Neubau - 3 Terrassen - Lift,https://www.immobilienscout24.de/expose/115584768,1670.0,88.0,116.0,1874.0,3 Nettokaltmieten,5 von 5,83.83,2,1.0,1.0,True,True,1900.0,2019.0,Erstbezug,Zentralheizung,Gas,liegt zur Besichtigung vor,,,Sven Segieth Immobilien Barnhelmstr. 6 14129 Berlin,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,19.921269235357272,FrKr,Frhai
869,Direkt am Boxhagener Platz - Erstbezug nach Neubau - 3 Terrassen - Lift,https://www.immobilienscout24.de/expose/115585147,2560.0,145.0,190.0,2895.0,3 Nettokaltmieten,5 von 5,129.23,3,2.0,1.0,True,True,1900.0,2019.0,Erstbezug,Zentralheizung,Gas,liegt zur Besichtigung vor,,,Sven Segieth Immobilien Barnhelmstr. 6 14129 Berlin,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,19.809641724057883,FrKr,Frhai
870,***Berlin-Rudow*** Wunderschöne 2-Zimmer-Wohnung mit hochwertiger Einbauküche,https://www.immobilienscout24.de/expose/112297720,1066.0,200.0,0.0,1266.0,3000,2 von 3,69.4,2,1.0,1.0,True,True,2018.0,,Erstbezug,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,MHMI Immobilien-Verwaltungen GmbH,"12357 Berlin, Rudow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12357 Berlin,,Rudow,Neukölln,15.360230547550431,Neuk,Neukö
889,"Lankwitz: TOP-moderne 2-Zi.-Komfort-Whg. in Stadtvilla, 70 m², Terrasse",https://www.immobilienscout24.de/expose/65667822,944.0,131.0,92.0,1167.0,2832.00,0 von 2,70.41,2,1.0,1.0,,True,2012.0,,Gepflegt,Zentralheizung,,,,,Profund KG Württembergallee 25 14052 Berlin,"12249 Berlin, Lankwitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12249 Berlin,,Lankwitz,Steglitz,13.407186479193298,StZe,Stegl
893,"Kompakte 1,5-Zimmer Wohnung im Herzen Berlins",https://www.immobilienscout24.de/expose/115576074,880.0,159.0,0.0,1039.0,2640.00,,47.0,"1,5",1.0,1.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,18.72340425531915,ChWi,Wilmd
894,ERSTBEZUG! Idyllische 3-Zimmer Wohnung in Berlin Schmargendorf,https://www.immobilienscout24.de/expose/115576137,1410.0,299.0,0.0,1709.0,4230.00,,88.41,3,2.0,2.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,15.948422124194096,ChWi,Wilmd
895,Charmante 3-Zimmer Wohnung mit 2 Balkonen,https://www.immobilienscout24.de/expose/115576095,1670.0,310.0,0.0,2100.0,5010,,91.86,3,2.0,1.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,18.179838885260178,ChWi,Wilmd
896,Dein neues Zuhause! 3-Zimmer Wohnung im Charlottenburg-Wilmersdorf,https://www.immobilienscout24.de/expose/115576178,1410.0,305.0,0.0,1715.0,4230.00,,90.35,3,2.0,1.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,15.605976757055895,ChWi,Wilmd
897,BEZUGSFERTIGKEIT zum 01.05.2020! Lichtdurchflutete 2-Zimmer Wohnung mit Balkon.,https://www.immobilienscout24.de/expose/115576217,800.0,141.0,0.0,941.0,2400,,41.77,2,1.0,1.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,19.152501795547042,ChWi,Wilmd
898,SINGLE TRAUM! 2-Zimmer-Wohnung in Berlin-Wilmersdorf!,https://www.immobilienscout24.de/expose/115576272,970.0,193.0,0.0,1163.0,2910,,57.1,2,1.0,1.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,16.987740805604204,ChWi,Wilmd
900,NEUBAU! Moderne 2-Zimmer-Wohnung im Erdgeschoss mit Terrasse!,https://www.immobilienscout24.de/expose/115576285,1060.0,234.0,0.0,1294.0,3180,,69.09,2,1.0,1.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,15.342307135620205,ChWi,Wilmd
903,Sanierte Altbauwohnung im Herzen von Charlottenburg,https://www.immobilienscout24.de/expose/115583408,3700.0,500.0,0.0,4200.0,3660,3 von 5,172.5,6,4.0,2.0,True,True,1900.0,2019.0,Erstbezug nach Sanierung,Fernwärme,Erdwärme,liegt vor,Verbrauchsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,,Charlottenburg,Charlottenburg,21.44927536231884,ChWi,Charl
906,*NEU* WG-geeignete 2-Zimmerwohnung mit Balkon und Einbauküche in Reinickendorf,https://www.immobilienscout24.de/expose/115585883,739.0,117.0,,856.0,3 Nettokaltmieten,2 von 5,72.05,2,2.0,1.0,,True,1900.0,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"13509 Berlin, Wittenau (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13509 Berlin,,Wittenau,Reinickendorf,10.25676613462873,Rein,Reind
914,Dachgeschoss - Maisonnette mit Wintergarten und zwei Balkonen,https://www.immobilienscout24.de/expose/115473139,2100.0,220.0,180.0,2500.0,3 Nettokaltmieten,5 von 5,175.0,5,4.0,2.0,True,True,1992.0,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Guthmann Estate GmbH Blücherstraße 22 10961 Berlin,"12163 Berlin, Steglitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12163 Berlin,,Steglitz,Steglitz,12.0,StZe,Stegl
915,„Mulberry Yards“ - Erstbezug in der City-West,https://www.immobilienscout24.de/expose/115476716,1750.0,250.0,0.0,2000.0,3 Netto - Kaltmieten,4,90.0,3,2.0,2.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,,liegt vor,Bedarfsausweis,,EuV Residential Berlin GmbH Hohenzollerndamm 114 14199 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,19.444444444444443,ChWi,Wilmd
932,Möblierte 3 Zimmer Wohnung gegenüber vom Schloss Bellevue,https://www.immobilienscout24.de/expose/115341958,1400.0,400.0,,1800.0,3600,4,100.0,3,1.0,1.0,,True,,,,,,laut Gesetz nicht erforderlich,,,AB Real Estate GmbH Linienstrasse 56 10119 Berlin,"10557 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10557 Berlin,,Tiergarten,Tiergarten,14.0,Mitt,Tierg
948,ERSTBEZUG! Platz für die ganze Familie in einer wunderschönen 4-Zimmer-Wohnung.,https://www.immobilienscout24.de/expose/115575942,1500.0,332.0,0.0,1832.0,4500.00,,98.15,4,3.0,2.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,15.282730514518594,ChWi,Wilmd
950,*NEU* WG-geeignete 3 Zimmer mit Einbauküche und Balkon am S-Bhf. Schönholz,https://www.immobilienscout24.de/expose/115181125,900.0,101.0,94.0,1095.0,3 Nettokaltmieten,1 von 4,72.48,3,3.0,1.0,,True,1905.0,,,Zentralheizung,Erdgas schwer,liegt vor,Bedarfsausweis,,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13409 Berlin,,Reinickendorf,Reinickendorf,12.417218543046356,Rein,Reind
953,*NEU* Zentrale Pärchen-/Singlewohnung in Friedrichshain/ am Spreeufer,https://www.immobilienscout24.de/expose/115181157,700.0,72.0,61.0,833.0,3 Nettokaltmieten,0 von 5,54.89,2,2.0,1.0,,True,,,,Zentralheizung,,liegt zur Besichtigung vor,,,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10245 Berlin,,Friedrichshain,Friedrichshain,12.752778283840408,FrKr,Frhai
954,*NEU* WG-geeignete 3 Zimmer mit Einbauküche und Balkon am S-Bhf. Schönholz,https://www.immobilienscout24.de/expose/115180868,800.0,105.0,98.0,1003.0,3 Nettokaltmieten,2 von 4,75.34,3,3.0,1.0,,True,1905.0,,,Zentralheizung,Erdgas schwer,liegt vor,Bedarfsausweis,,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13409 Berlin,,Reinickendorf,Reinickendorf,10.618529333687285,Rein,Reind
955,"Wohnen in bester Wohnlage, unweit dem Pankepark und der Chausseestraße***Sonnenbalkon***Fußbodenh.**",https://www.immobilienscout24.de/expose/115467714,1399.0,230.0,0.0,1629.0,4197.00,5,106.0,3,,,True,True,2015.0,,,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,WERNEBURG IMMOBILIEN Marientaler Straße 24a 12437 Berlin,"10115 Berlin-Mitte, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10115 Berlin-Mitte,,Mitte,Mitte,13.19811320754717,Mitt,Mitte
974,Familien aufgepasst! Hochwertige 4-Zimmer Wohnung mit zwei Bädern und Terrasse,https://www.immobilienscout24.de/expose/115575990,1470.0,357.0,0.0,1827.0,4410,,105.53,4,3.0,2.0,True,True,2017.0,,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"14199 Berlin / Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14199 Berlin / Schmargendorf,,Schmargendorf,Wilmersdorf,13.929688240310812,ChWi,Wilmd
982,Penthouse direkt am Park!,https://www.immobilienscout24.de/expose/114976558,2970.0,330.09,,3300.09,2547.00,6 von 6,110.03,3,2.0,1.0,True,True,,,Saniert,,,,,,Dominart Real Estate GmbH Xantener Str 2 10707 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,26.992638371353266,ChWi,Wilmd
988,"*NEU* 3er-WG-geeignete 3,5-Zimmerwohnung mit Einbauküche und Balkon am S-Bhf. Schönholz",https://www.immobilienscout24.de/expose/115165627,1024.0,132.0,123.0,1279.0,3 Nettokaltmieten,2 von 4,94.46,"3,5",3.0,1.0,,True,1905.0,,,Zentralheizung,Erdgas schwer,liegt vor,Bedarfsausweis,,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13409 Berlin,,Reinickendorf,Reinickendorf,10.840567435951726,Rein,Reind
991,Geräumige 3-Zimmer Wohnung direkt am Park.,https://www.immobilienscout24.de/expose/114991640,2262.0,351.04,,2613.04,3 Nettokaltmieten,5 von 6,87.76,3,2.0,1.0,True,True,,,Neuwertig,,,,,,Dominart Real Estate GmbH Xantener Str 2 10707 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,25.774840474020053,ChWi,Wilmd
992,2-Zimmer Wohnung direkt am Park!,https://www.immobilienscout24.de/expose/114991541,1400.0,283.1,,1683.1,3 Nettokaltmieten,5 von 6,56.62,2,1.0,1.0,True,True,,,Neuwertig,,,,,,Dominart Real Estate GmbH Xantener Str 2 10707 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,24.72624514305899,ChWi,Wilmd
1002,mega coole Dachgeschoss Wohnung in BERLIN MITTE mit PkW Stellplatz*edle Küche*Terrasse,https://www.immobilienscout24.de/expose/114135846,1545.0,150.0,100.0,1795.0,3 Monatsnettokaltmieten,5 von 5,103.0,3,2.0,1.0,,True,,2019.0,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Schnorr & Partner Immobilien Walter-Benjamin-Platz 5 10629 Berlin,"10555 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10555 Berlin,,Tiergarten,Tiergarten,15.0,Mitt,Tierg
1016,+LIVE&LIVESTYLE in BERLINs-EUROPE-CITY-SINGLE LIVING+,https://www.immobilienscout24.de/expose/115286707,675.0,48.6,50.0,773.6,2025,4 von 6,27.0,2,1.0,1.0,True,True,2019.0,2019.0,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Bärlin Housing GmbH 10711 Berlin,"10557 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10557 Berlin,,Tiergarten,Tiergarten,25.0,Mitt,Tierg
1019,NEW - Wundervolle 3 Raum Wohnung,https://www.immobilienscout24.de/expose/93245809,2500.0,400.0,100.0,3000.0,3 x Nettokaltmiete,3 von 4,99.0,3,1.0,1.0,,,1980.0,2016.0,Neuwertig,Etagenheizung,"Gas, Fernwärme",,,,WunderAgent GmbH,"10696 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10696 Berlin,,Kreuzberg,Kreuzberg,25.252525252525253,FrKr,Kreuz
1053,Elegante Dachgeschosswohnung in Charlottenburg,https://www.immobilienscout24.de/expose/114448685,3500.0,140.0,159.0,3799.0,10500.-,5 von 5,140.0,4,3.0,2.0,True,True,2016.0,,Neuwertig,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,cityofberlin Immobilien,"10585 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10585 Berlin,,Charlottenburg,Charlottenburg,25.0,ChWi,Charl
1057,Ruhiges Wohnen unweit Hohenzollerndamm ( Charlottenbrunner Straße ) im Hochpaterre,https://www.immobilienscout24.de/expose/93112375,450.0,130.0,0.0,580.0,3 Monatskaltmieten Kaution,0 von 4,44.88,"1,5",,,,,1958.0,,Gepflegt,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,139.0,Immopoint Grunewald Immobilien GmbH Kaiserdamm 6 14057 Berlin,"14193 Berlin, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14193 Berlin,,Schmargendorf,Wilmersdorf,10.026737967914437,ChWi,Wilmd
1077,Frisch sanierte Wohnung mit Wintergarten!,https://www.immobilienscout24.de/expose/115561698,890.0,244.0,0.0,1134.0,3 x Nettokaltmieten,5,48.0,2,,,True,True,1992.0,2019.0,,,,,,,Dominart Real Estate GmbH Xantener Str 2 10707 Berlin,"13357 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13357 Berlin,,Wedding,Wedding,18.541666666666668,Mitt,Weddg
1085,+++Top ausgestattete 3 Zi-Whg- mit 2 Balkonen /ERSTBEZUG im exklusiven Neubauensemble+++,https://www.immobilienscout24.de/expose/110879838,1598.0,200.0,100.0,1898.0,4794,5 von 6,89.0,3,2.0,2.0,True,True,2018.0,2019.0,Erstbezug,Zentralheizung,,liegt vor,Bedarfsausweis,,Jan Lange Immobilien Gipsstr. 11 10119 Berlin,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10439 Berlin,,Prenzlauer Berg,Prenzlauer Berg,17.95505617977528,Pank,Prenz
1086,STILVOLL EINGERICHTET - BEGEHRTE LAGE - EIN GANZ BESONDERES ANGEBOT !,https://www.immobilienscout24.de/expose/115567588,1350.0,,,1590.0,4794,1,62.0,2,1.0,1.0,,True,1900.0,,,Zentralheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,Gruttmann Immobilien GmbH Hohenzollerndamm 196 10717 Berlin,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10437 Berlin,,Prenzlauer Berg,Prenzlauer Berg,21.774193548387096,Pank,Prenz
1099,Stilvolles Wohnen mit Grünblick - Erstbezug nach Sanierung,https://www.immobilienscout24.de/expose/115348195,1602.0,380.0,,1982.0,4806.00,1 von 3,89.0,2,1.0,1.0,,True,1967.0,,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Confianza Immobilienmanagement GmbH Hohenzollerndamm 110a 14199 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14195 Berlin,,Dahlem,Zehlendorf,18.0,StZe,Zehld
