,Adresse,Ortsteil,Straße,Bezirk,Hausnummer,Wohnlage Einstufung
1271,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1272,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1273,"Von-der-Heydt-Straße 1, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1274,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1275,"Metropolitan Park 62, 13591 Berlin, Staaken (Spandau)",Staaken,Metropolitan Park,Span,,
1276,"Lindenstraße 4, 12555 Berlin-Köpenick, Köpenick (Köpenick)",Köpenick,,TrKö,,
1277,"Chausseestraße 60a, 10115 Berlin, Mitte (Mitte)",Mitte,Chausseestraße,Mitt,,
1278,"Wexstraße 13, 10825 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1279,"Konrad-Zuse-Straße 6 A, 12489 Berlin, Johannisthal (Treptow)",Johannisthal,Konrad-Zuse-Straße,TrKö,,
1280,"Konrad-Zuse-Straße 6 , 12489 Berlin, Johannisthal (Treptow)",Johannisthal,,TrKö,,
1281,"Konrad-Zuse-Straße 4, 12489 Berlin, Johannisthal (Treptow)",Johannisthal,,TrKö,,
1282,"Konrad-Zuse-Straße 2, 12489 Berlin, Johannisthal (Treptow)",Johannisthal,,TrKö,,
1283,"Konrad-Zuse-Straße 8 A, 12489 Berlin, Johannisthal (Treptow)",Johannisthal,Konrad-Zuse-Straße,TrKö,,
1284,"Konrad-Zuse-Straße 6 A, 12489 Berlin, Johannisthal (Treptow)",Johannisthal,Konrad-Zuse-Straße,TrKö,,
1285,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1287,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1288,"Brüder-Grimm-Gasse 2, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1289,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1290,"Sächsische Straße 3, 10707 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,,ChWi,,
1292,"Auerstr. 1, 10249 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,,FrKr,,
1293,"Grünstraße 7, 12555 Berlin / Köpenick, Köpenick (Köpenick)",Köpenick,,TrKö,,
1294,"Grünstraße 7, 12555 Berlin / Köpenick, Köpenick (Köpenick)",Köpenick,,TrKö,,
1295,"Michendorfer Straße 7, 12629 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1296,"Lydia-Rabinowitsch-Straße 20, 10557 Berlin, Tiergarten (Tiergarten)",Tiergarten,Lydia-Rabinowitsch-Straße,Mitt,,
1297,"Geinsheimer Weg 6, 12559 Berlin, Müggelheim (Köpenick)",Müggelheim,,TrKö,,
1298,"Geinsheimer Weg 6, 12559 Berlin, Müggelheim (Köpenick)",Müggelheim,,TrKö,,
1299,"Metropolitan Park 56, 13591 Berlin, Staaken (Spandau)",Staaken,Metropolitan Park,Span,,
1300,"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Oberschöneweide,,TrKö,,
1301,"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Oberschöneweide,,TrKö,,
1302,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1303,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1304,"Straßburgerstr 60, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,Straßburgerstr,Pank,,
1305,"10557 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Tiergarten,,Mitt,,
1306,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1307,"10557 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Tiergarten,,Mitt,,
1308,"10249 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Prenzlauer Berg,,Pank,,
1309,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1310,"Wexstraße 13-15, 10825 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1311,"10243 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1312,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1313,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1314,"Invalidenstrasse 1, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1315,"13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Reinickendorf,,Rein,,
1316,"14129 Berlin, Nikolassee (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Nikolassee,,StZe,,
1317,"Tabbertstraße 6C, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,Tabbertstraße,TrKö,,
1318,"10117 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Mitte,,Mitt,,
1319,"Plantage 8, 13597 Berlin, Spandau (Spandau)",Spandau,,Span,,
1320,"Kastanienweg 1, 13587 Berlin, Spandau (Spandau)",Spandau,,Span,,
1321,"Kirchhainer Damm 104, 12309 Berlin, Lichtenrade (Tempelhof)",Lichtenrade,Kirchhainer Damm,TSch,,
1322,"12305 Berlin-Lichtenrade, Buckow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Buckow,,Neuk,,
1323,"Rudolf-von-Gneist-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1324,"Linkstraße 6, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1325,"Zimmerstraße 92, 10969 Berlin-Mitte, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1326,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1327,"Große-Präsidentenstraße 5, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1328,"Invalidenstrasse 6, 10115 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1329,"12683 Berlin, Biesdorf (Marzahn) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Biesdorf,,MaHe,,
1330,"Wedellstr 33, 12249 Berlin, Lankwitz (Steglitz)",Lankwitz,Wedellstr,StZe,,
1331,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1332,"Gustav-Müller-Platz 8, 10829 Berlin, Schöneberg (Schöneberg)",Schöneberg,,TSch,,
1333,"Mönchstraße 1-5, 13597 Berlin, Spandau (Spandau)",Spandau,,Span,,
1334,"Alex-Wedding-Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1335,"Lindenstraße 29a, 12555 Berlin, Köpenick (Köpenick)",Köpenick,Lindenstraße,TrKö,,
1336,"Käthe-Niederkirchner-Str. 1, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1337,"Forster Str. 1, 12627 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1338,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1339,"10719 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1340,"Bachstraße 1, 10555 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1341,"Neuruppiner Str. 8, 12629 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1342,"10669 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Kreuzberg,,FrKr,,
1343,"10249 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Prenzlauer Berg,,Pank,,
1344,"Stralauer Allee 13A, 10245 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,Stralauer Allee,FrKr,,
1345,"12055 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Neukölln,,Neuk,,
1346,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1347,"Krowelstr. 14a, 13581 Berlin, Spandau (Spandau)",Spandau,Krowelstraße,Span,,
1348,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1349,"Gaußstraße 2, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,,TrKö,,
1350,"14089 Berlin, Kladow (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Kladow,,Span,,
1351,"Voxstraße 1, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1352,"Erasmusstr. 9, 10553 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1353,"Zimmerstraße 94, 10969 Berlin-Mitte, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1354,"Zimmerstraße 94, 10969 Berlin-Mitte, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1355,"10997 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Kreuzberg,,FrKr,,
1356,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1357,"Gaußstraße 2, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,,TrKö,,
1358,"10623 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1359,"14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1360,"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)",Köpenick,,TrKö,,
1362,"13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Alt-Hohenschönhausen,,Lich,,
1363,"Rückerstraße 8, 10119 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1364,"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)",Köpenick,,TrKö,,
1365,"Königstraße 19 b, 12105 Berlin, Mariendorf (Tempelhof)",Mariendorf,Königstraße,TSch,,
1366,"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)",Köpenick,,TrKö,,
1367,"12351 Berlin, Buckow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Buckow,,Neuk,,
1368,"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1369,"14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1370,"12305 Berlin, Lichtenrade (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichtenrade,,TSch,,
1372,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1373,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1374,"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Grunewald,,ChWi,,
1375,"Kyllmannstraße 17, 14109 Berlin, Wannsee (Zehlendorf)",Wannsee,Kyllmannstraße,StZe,,
1376,"Lindenstraße 2-4, 12555 Berlin-Köpenick, Köpenick (Köpenick)",Köpenick,,TrKö,,
1378,"Zimmerstraße 95, 10969 Berlin-Mitte, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1379,"Sächsische 35, 10713 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,Sächsische,ChWi,,
1380,"Flutstraße 3, 12439 Berlin, Niederschöneweide (Treptow)",Niederschöneweide,,TrKö,,
1381,"Fließstraße 21, 12439 Berlin, Niederschöneweide (Treptow)",Niederschöneweide,Fließstraße,TrKö,,
1382,"Flutstraße 3, 12439 Berlin, Niederschöneweide (Treptow)",Niederschöneweide,,TrKö,,
1385,"Zimmerstraße 92, 10969 Berlin-Mitte, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1386,"13581 Berlin, Spandau (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Spandau,,Span,,
1387,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1388,"Kurfürstendamm 155A, 10709 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,Kurfürstendamm,ChWi,,
1389,"Königin-Luise-Straße 5, 14195 Berlin, Steglitz (Steglitz)",Steglitz,,StZe,,
1390,"Wexstraße 13, 10825 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1391,"Fließstraße 21, 12439 Berlin, Niederschöneweide (Treptow)",Niederschöneweide,Fließstraße,TrKö,,
1392,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Prenzlauer Berg,,Pank,,
1394,"Siegfried-Hirschmann-Park 3, 10245 Berlin, Friedrichshain (Friedrichshain)",Friedrichshain,,FrKr,,
1395,"14050 Berlin Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1396,"Zimmerstraße 92, 10969 Berlin, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1397,"Zimmerstraße 92, 10969 Berlin-Mitte, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1398,"13156 Berlin, Niederschönhausen (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Niederschönhausen,,Pank,,
1399,"Große-Präsidentenstraße 5, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1400,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Dahlem,,StZe,,
1401,"Lenaustraße 5, 10315 Berlin, Neukölln (Neukölln)",Neukölln,,Neuk,,
1402,"Kurfürstenstrasse 137, 10785 Berlin, Schöneberg (Schöneberg)",Schöneberg,Kurfürstenstraße,TSch,,
1403,"10715 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Schöneberg,,TSch,,
1404,"10715 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Schöneberg,,TSch,,
1406,"Bernhard-Beyer-Straße 5, 14109 Berlin, Wannsee (Zehlendorf)",Wannsee,,StZe,,
1407,"Alex-Wedding-Str. 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1408,"Nassauische 0, 10717 Berlin, Wilmersdorf (Wilmersdorf)",Wilmersdorf,,ChWi,,
1409,"Wexstraße 13-15, 10715 Berlin, Schöneberg (Schöneberg)",Schöneberg,Wexstraße,TSch,,
1410,"Zimmerstraße 92, 10969 Berlin-Mitte, Mitte (Mitte)",Mitte,Zimmerstraße,Mitt,,
1411,"Alex-Wedding-Str. 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1413,"Heckmannufer 3, 10997 Berlin, Kreuzberg (Kreuzberg)",Kreuzberg,,FrKr,,
1414,"13187 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Pankow,,Pank,,
1415,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1416,"Alex-Wedding Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1418,"Kurze Straße 8, 13585 Berlin, Spandau (Spandau)",Spandau,,Span,,
1419,"Lindenstraße 2-4, 12555 Berlin-Köpenick, Köpenick (Köpenick)",Köpenick,,TrKö,,
1420,"Rückertstraße 8, 10627 Berlin, Charlottenburg (Charlottenburg)",Charlottenburg,,ChWi,,
1421,"Zehdenicker Straße 8a, 10119 Berlin, Mitte (Mitte)",Mitte,Zehdenicker Straße,Mitt,,
1422,"Linienstraße / Ecke Alte Schönhauser Str. 0, 10119 Berlin Mitte, Mitte (Mitte)",Mitte,,Mitt,,
1423,"Tabbertstraße 6B, 12459 Berlin, Oberschöneweide (Köpenick)",Oberschöneweide,Tabbertstraße,TrKö,,
1424,"Konrad-Wolf-Straße 76 A, 10355 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Alt-Hohenschönhausen,Konrad-Wolf-Straße,Lich,,
1425,"köpenickerstrasse 55, 10179 Berlin, Mitte (Mitte)",Mitte,köpenickerstrasse,Mitt,,
1426,"Konrad-Wolf-Straße 76 A, 10355 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Alt-Hohenschönhausen,Konrad-Wolf-Straße,Lich,,
1427,"köpenickerstrasse 55, 10179 Berlin, Mitte (Mitte)",Mitte,köpenickerstrasse,Mitt,,
1428,"köpenickerstrasse 55, 10179 Berlin, Mitte (Mitte)",Mitte,köpenickerstrasse,Mitt,,
1429,"Konrad-Wolf-Straße 76 A, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Alt-Hohenschönhausen,Konrad-Wolf-Straße,Lich,,
1430,"Leibnizstr.96 96, 10625 Berlin, Charlottenburg (Charlottenburg)",Charlottenburg,Leibnizstraße,ChWi,,
1431,"Köpenicker Straße 26, 12524 Berlin, Altglienicke (Treptow)",Altglienicke,Köpenicker Straße,TrKö,,
1432,"13599 Berlin, Haselhorst (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Haselhorst,,Span,,
1433,"Dorstener Str. 7, 12207 Berlin, Lichterfelde (Steglitz)",Lichterfelde,,StZe,,
1434,"Reinickendorfer Str. 2, 13347 Berlin, Wedding (Wedding)",Wedding,,Mitt,,
1435,"10119 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Mitte,,Mitt,,
1436,"Charlottenstr. 42, 12247 Berlin, Lankwitz (Steglitz)",Lankwitz,Charlottenstraße,StZe,,
1437,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Charlottenburg,,ChWi,,
1438,"Pascalstr. 3, 10587 Berlin, Charlottenburg (Charlottenburg)",Charlottenburg,,ChWi,,
1439,"Alex-Wedding Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1440,"Mahlower Straße 16 A, 12557 Berlin, Köpenick (Köpenick)",Köpenick,Mahlower Straße,TrKö,,
1441,"10967 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Kreuzberg,,FrKr,,
1442,"12439 Berlin, Niederschöneweide (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Niederschöneweide,,TrKö,,
1443,"10318 Berlin, Karlshorst (Lichtenberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Karlshorst,,Lich,,
1444,"Lehrter Straße 17B, 10557 Berlin, Tiergarten (Tiergarten)",Tiergarten,Lehrter Straße,Mitt,,
1445,"12209 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichterfelde,,StZe,,
1447,"Marienstraße 9, 10117 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1448,"Fercher Straße 8, 12629 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1449,"Augststrasse 89, 10117 Berlin, Mitte (Mitte)",Mitte,Augststrasse,Mitt,,
1451,"Lenbachstr. 12a, 12157 Berlin, Steglitz (Steglitz)",Steglitz,Lenbachstraße,StZe,,
1452,"Nöldnerstraße 5, 10317 Berlin, Lichtenberg (Lichtenberg)",Lichtenberg,,Lich,,
1453,"Residenzstr. 8, 13409 Berlin, Reinickendorf (Reinickendorf)",Reinickendorf,,Rein,,
1455,"Berlichingenstr. 3, 10553 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1456,"Glasgowerstrasse 2, 13349 Berlin, Wedding (Wedding)",Wedding,,Mitt,,
1457,"Lindenstraße 28b, 12555 Berlin, Köpenick (Köpenick)",Köpenick,Lindenstraße,TrKö,,
1458,"10178 Berlin-Mitte, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Mitte,,Mitt,,
1460,"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1461,"Friesenstraße 15C, 10965 Berlin, Tempelhof (Tempelhof)",Tempelhof,Friesenstraße,TSch,,
1462,"10967 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Kreuzberg,,FrKr,,
1463,"Schwedlerstraße 4, 14193 Berlin, Grunewald (Wilmersdorf)",Grunewald,,ChWi,,
1464,"Kuhnertstr. 9, 13595 Berlin, Spandau (Spandau)",Spandau,,Span,,
1465,"12051 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Neukölln,,Neuk,,
1466,"13403 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Reinickendorf,,Rein,,
1467,"Dahmestr. 4 a, 12527 Berlin, Grünau (Köpenick)",Grünau,Dahmestraße,TrKö,,
1468,"Weichselplatz 2, 12045 Berlin, Neukölln (Neukölln)",Neukölln,,Neuk,,
1469,"Güldenhofer Ufer 2, 12437 Berlin, Baumschulenweg (Treptow)",Baumschulenweg,,TrKö,,
1470,"Germersheimer Weg 31 C, 13583 Berlin, Spandau (Spandau)",Spandau,Germersheimer Weg,Span,,
1471,"Berliner Str. 129, 13467 Berlin, Hermsdorf (Reinickendorf)",Hermsdorf,Berliner Straße,Rein,,
1472,"Gethsemane Straße 6, 10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1477,"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1478,"Alex-Wedding Straße 3, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1479,"Kastanienallee 15, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,Kastanienallee,Pank,,
1480,"13359 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wedding,,Mitt,,
1481,"13503 Berlin, Heiligensee (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Heiligensee,,Rein,,
1482,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1483,"Blankenburger Str. 50, 13156 Berlin-Niederschönhausen (Pankow), Berlin",Berlin,Blankenburger Straße (Nieds),,,
1484,"12203 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichterfelde,,StZe,,
1485,"Haydnstr. 23, 12167 Berlin, Steglitz (Steglitz)",Steglitz,Haydnstraße,StZe,,
1486,"Bahnhofstraße 12-13, 12305 Berlin, Lichtenrade (Tempelhof)",Lichtenrade,Bahnhofstraße,TSch,,
1487,"Michendorfer Straße 7, 12629 Berlin, Hellersdorf (Hellersdorf)",Hellersdorf,,MaHe,,
1488,"Andreasberger Str. 6, 12347 Berlin, Britz (Neukölln)",Britz,,Neuk,,
1489,"Berlinickerstr. 16, 12165 Berlin, Steglitz (Steglitz)",Steglitz,Berlinickestraße,StZe,,
1491,"12207 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichterfelde,,StZe,,
1492,"13158 Berlin, Rosenthal (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Rosenthal,,Pank,,
1493,"Pappelallee -, 10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,,Pank,,
1494,"12205 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Lichterfelde,,StZe,,
1495,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Wilmersdorf,,ChWi,,
1496,"Wadzeckstr. 4, 10178 Berlin, Mitte (Mitte)",Mitte,,Mitt,,
1497,"Heinersdorfer Straße 33a, 13086 Berlin, Weißensee (Weißensee)",Weißensee,Heinersdorfer Straße,Pank,,
1498,"Wittstockerstraße 5, 10553 Berlin, Tiergarten (Tiergarten)",Tiergarten,,Mitt,,
1499,"Dreiserstr. 9, 12587 Berlin, Friedrichshagen (Köpenick)",Friedrichshagen,,TrKö,,
1500,"Allee der Kosmonauten 21 A, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Friedrichsfelde,Allee der Kosmonauten,Lich,,
1503,"Mozartstraße 0, 12247 Berlin, Lankwitz (Steglitz)",Lankwitz,,StZe,,
1504,"Lenaustr. 5, 12047 Berlin, Neukölln (Neukölln)",Neukölln,,Neuk,,
1507,"Alt-Buckow 12 G, 12349 Berlin, Buckow (Neukölln)",Buckow,Alt-Buckow,Neuk,,
1508,"Galluner Str. 8, 12307 Berlin, Lichtenrade (Tempelhof)",Lichtenrade,,TSch,,
1509,"Aschaffenburger Str. 14, 12309 Berlin, Lichtenrade (Tempelhof)",Lichtenrade,Aschaffenburger Straße,TSch,,
1510,"Mandrellaplatz 5, 12555 Berlin, Köpenick (Köpenick)",Köpenick,,TrKö,,
1511,"12161 Berlin, Friedenau (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedenau,,TSch,,
1512,"Erich-Weinert-Straße 137a, 10409 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Prenzlauer Berg,Erich-Weinert-Straße,Pank,,
1513,"10783 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Schöneberg,,TSch,,
1514,"Charlottenstr. 3, 13597 Berlin, Spandau (Spandau)",Spandau,,Span,,
1515,"Podewilsstr. 2, 12103 Berlin, Tempelhof (Tempelhof)",Tempelhof,,TSch,,
1516,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Friedrichshain,,FrKr,,
1517,"Freienwalder Str. 8, 13359 Berlin, Wedding (Wedding)",Wedding,,Mitt,,
