,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²,straße,bezirk,gebietsstand,hausnummer,buchstabe,wohnlage_einstufung,lage_im_stadtgebiet,ortsteil
44,Erstbezug nach Sanierung: 3-Zimmer-Wohnung mit Einbauküche nach Ihren Wünschen + 2 Balkonen in Mitte,https://www.immobilienscout24.de/expose/113582322,2058.0,352.8,0.0,2410.8,3 Nettokalt-Mieten,3 von 5,117.6,3,2.0,1.0,True,True,1914.0,,Erstbezug nach Sanierung,Fußbodenheizung,Fernwärme,,,,D.K. Real Estate GmbH Wilmersdorfer Str. 95 10629 Berlin,"Habersaathstraße 15, 10115 Berlin, Mitte (Mitte)",Habersaathstraße,10115 Berlin,Mitte (Mitte),15,Mitte,17.5,Habersaathstraße,Mitt,O,15,G,mittel,Z,Mitte
45,Erstbezug nach Sanierung: 3-Zimmer-Wohnung mit inbauküche nach Ihren Wünschen + 2 Balkonen in Mitte,https://www.immobilienscout24.de/expose/113582313,1994.1,351.9,0.0,2346.0,3 Monatsnettokaltmieten,2 von 5,117.3,3,2.0,1.0,True,True,1914.0,,Erstbezug nach Sanierung,Fußbodenheizung,Fernwärme,,,,D.K. Real Estate GmbH Wilmersdorfer Str. 95 10629 Berlin,"Habersaathstraße 15, 10115 Berlin, Mitte (Mitte)",Habersaathstraße,10115 Berlin,Mitte (Mitte),15,Mitte,17.0,Habersaathstraße,Mitt,O,15,U,mittel,Z,Mitte
46,Erstbezug nach Sanierung: 3-Zimmer-Wohnung mit inbauküche nach Ihren Wünschen + 2 Balkonen in Mitte,https://www.immobilienscout24.de/expose/113582313,1994.1,351.9,0.0,2346.0,3 Monatsnettokaltmieten,2 von 5,117.3,3,2.0,1.0,True,True,1914.0,,Erstbezug nach Sanierung,Fußbodenheizung,Fernwärme,,,,D.K. Real Estate GmbH Wilmersdorfer Str. 95 10629 Berlin,"Habersaathstraße 15, 10115 Berlin, Mitte (Mitte)",Habersaathstraße,10115 Berlin,Mitte (Mitte),15,Mitte,17.0,Habersaathstraße,Mitt,O,15,G,mittel,Z,Mitte
47,Erstbezug nach Sanierung: 3-Zimmer-Wohnung mit Einbauküche nach Ihren Wünschen + 2 Balkonen in Mitte,https://www.immobilienscout24.de/expose/113582296,1553.85,345.3,0.0,1897.5,3 Nettokaltmieten,1 von 5,115.1,3,2.0,1.0,True,True,1914.0,,Erstbezug nach Sanierung,Fußbodenheizung,Fernwärme,,,,D.K. Real Estate GmbH Wilmersdorfer Str. 95 10629 Berlin,"Habersaathstraße 15, 10115 Berlin, Mitte (Mitte)",Habersaathstraße,10115 Berlin,Mitte (Mitte),15,Mitte,13.5,Habersaathstraße,Mitt,O,15,U,mittel,Z,Mitte
48,Erstbezug nach Sanierung: 3-Zimmer-Wohnung mit Einbauküche nach Ihren Wünschen + 2 Balkonen in Mitte,https://www.immobilienscout24.de/expose/113582296,1553.85,345.3,0.0,1897.5,3 Nettokaltmieten,1 von 5,115.1,3,2.0,1.0,True,True,1914.0,,Erstbezug nach Sanierung,Fußbodenheizung,Fernwärme,,,,D.K. Real Estate GmbH Wilmersdorfer Str. 95 10629 Berlin,"Habersaathstraße 15, 10115 Berlin, Mitte (Mitte)",Habersaathstraße,10115 Berlin,Mitte (Mitte),15,Mitte,13.5,Habersaathstraße,Mitt,O,15,G,mittel,Z,Mitte
49,"In NACHBARSCHAFT zum ""Deutschen Theater Berlin"" und ""CHARITÉ Campus Mitte""!",https://www.immobilienscout24.de/expose/114096303,1602.45,224.34,0.0,1987.04,3 Nettokaltmieten,,106.83,3,,1.0,True,True,1996.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Schumannstraße 19, 10117 Berlin, Mitte (Mitte)",Schumannstraße,10117 Berlin,Mitte (Mitte),19,Mitte,15.0,Schumannstraße,Mitt,O,19,F,gut *,Z,Mitte
50,Hier ÜBERZEUGT nicht nur die LAGE - 4 Zimmer mit RIESIGER Dachterrasse,https://www.immobilienscout24.de/expose/114093338,2099.9,392.15,0.0,2492.05,3 Nettokaltmieten,,126.5,4,,1.0,True,True,1996.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Schumannstraße 19, 10117 Berlin, Mitte (Mitte)",Schumannstraße,10117 Berlin,Mitte (Mitte),19,Mitte,16.6,Schumannstraße,Mitt,O,19,F,gut *,Z,Mitte
51,Heimwerker aufgepasst: 2- Zimmer Wohnung zur freien Gestaltung!,https://www.immobilienscout24.de/expose/114089620,345.07,120.0,50.0,515.07,3 Nettokaltmieten,2 von 4,53.35,2,,1.0,,,1969.0,,Renovierungsbedürftig,Etagenheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Antonienstraße 18-20, 13403 Berlin, Reinickendorf (Reinickendorf)",Antonienstraße,13403 Berlin,Reinickendorf (Reinickendorf),18,Reinickendorf,6.468041237113402,Antonienstraße,Rein,W,18,F,einfach *,D,Reinickendorf
52,*Erstbezug nach Sanierung* Helle 2-Zimmer-Wohnung mit großem Balkon,https://www.immobilienscout24.de/expose/114391749,693.0,160.0,0.0,853.0,3 KM (2079.00),1 von 3,69.3,2,1.0,1.0,,,1965.0,2019.0,Saniert,Öl-Heizung,Öl,liegt zur Besichtigung vor,,,City Home Immobilien Verwaltungs GmbH Friedrichstraße 61 10117 Berlin,"Pichelsdorfer Straße 59, 13595 Berlin, Spandau (Spandau)",Pichelsdorfer Straße,13595 Berlin,Spandau (Spandau),59,Spandau,10.0,Pichelsdorfer Straße,Span,W,59,U,einfach *,Z,Spandau
53,*Erstbezug nach Sanierung* Helle 2-Zimmer-Wohnung mit großem Balkon,https://www.immobilienscout24.de/expose/114391749,693.0,160.0,0.0,853.0,3 KM (2079.00),1 von 3,69.3,2,1.0,1.0,,,1965.0,2019.0,Saniert,Öl-Heizung,Öl,liegt zur Besichtigung vor,,,City Home Immobilien Verwaltungs GmbH Friedrichstraße 61 10117 Berlin,"Pichelsdorfer Straße 59, 13595 Berlin, Spandau (Spandau)",Pichelsdorfer Straße,13595 Berlin,Spandau (Spandau),59,Spandau,10.0,Pichelsdorfer Straße,Span,W,59,G,einfach *,Z,Spandau
54,"Perfekte Pärchenwohnung mit 2 Balkonen, großer Kammer & tollem Ausblick",https://www.immobilienscout24.de/expose/99744943,529.0,100.0,70.0,699.0,Drei Nettokaltmieten,8 von 10,50.0,2,1.0,1.0,True,,1964.0,2017.0,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Löwenberger Straße 2-4, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Löwenberger Straße,10315 Berlin,Friedrichsfelde (Lichtenberg),2,Lichtenberg,10.58,Löwenberger Straße,Lich,O,2,G,einfach *,D,Lichtenberg
55,"Wohnen in Mitte, im historischen Altbau mit toller Wohnküche!",https://www.immobilienscout24.de/expose/107451688,1586.08,317.22,0.0,1903.3,3 Nettokaltmieten,1 von 4,99.13,2,1.0,1.0,,,,,Saniert,Zentralheizung,,,,,Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,"Auguststraße 92, 10117 Berlin, Mitte (Mitte)",Auguststraße,10117 Berlin,Mitte (Mitte),92,Mitte,16.0,Auguststraße,Mitt,O,92,F,gut *,Z,Mitte
56,Charmante Altbauwohnung mitten in Berlin - Mitte !,https://www.immobilienscout24.de/expose/115472125,963.04,192.61,0.0,1155.65,2889.12,3 von 4,60.19,2,1.0,1.0,,,1900.0,,Gepflegt,Zentralheizung,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Auguststraße 92, 10117 Berlin, Mitte (Mitte)",Auguststraße,10117 Berlin,Mitte (Mitte),92,Mitte,16.0,Auguststraße,Mitt,O,92,F,gut *,Z,Mitte
57,Prachtvolle Altbauwohnung in Berlin - Mitte!,https://www.immobilienscout24.de/expose/114635267,1586.08,317.22,0.0,1903.3,4758.24,1 von 4,99.13,3,2.0,1.0,,,1900.0,,Gepflegt,Zentralheizung,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Auguststraße 92, 10117 Berlin, Mitte (Mitte)",Auguststraße,10117 Berlin,Mitte (Mitte),92,Mitte,16.0,Auguststraße,Mitt,O,92,F,gut *,Z,Mitte
58,Erstbezug - 3-Zimmer-Wohnung in Berlin-Lichtenberg,https://www.immobilienscout24.de/expose/115635523,1462.25,146.25,97.5,1706.0,4386.75 (Ratenzahlung möglich),4,97.5,3,,1.0,True,True,2019.0,,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH Winckelmannstraße 3-5 12487 Berlin,"Bleckmannweg 9, 10367 Berlin, Lichtenberg (Lichtenberg)",Bleckmannweg,10367 Berlin,Lichtenberg (Lichtenberg),9,Lichtenberg,14.997435897435897,Bleckmannweg,Lich,O,9,F,einfach*,Z,Lichtenberg
59,Rollstuhlgerechte Wohnung im Erdgeschoss - TOP Zustand!,https://www.immobilienscout24.de/expose/115335160,530.0,170.0,0.0,700.0,1590.00,,57.71,2,1.0,1.0,True,True,1992.0,,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Harry Gerlach Wohnungsunternehmen GmbH Berliner Str. 120 10713 Berlin,"Antonienstraße 49a, 13403 Berlin, Reinickendorf (Reinickendorf)",Antonienstraße,13403 Berlin,Reinickendorf (Reinickendorf),49,Reinickendorf,9.18385028591232,Antonienstraße,Rein,W,49,F,einfach,D,Reinickendorf
60,Schöne helle 2- Zimmer Wohnung mit EBK und Balkon!,https://www.immobilienscout24.de/expose/115454002,584.0,152.0,0.0,736.0,1752.00,2 von 5,58.4,2,1.0,1.0,True,True,1992.0,,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Harry Gerlach Wohnungsunternehmen GmbH Berliner Str. 120 10713 Berlin,"Antonienstraße 49a, 13403 Berlin, Reinickendorf (Reinickendorf)",Antonienstraße,13403 Berlin,Reinickendorf (Reinickendorf),49,Reinickendorf,10.0,Antonienstraße,Rein,W,49,F,einfach,D,Reinickendorf
61,umfassend modernisierte 1-Zimmer-Wohnung mit Wannenbad und Einbauküche,https://www.immobilienscout24.de/expose/102713621,800.0,100.0,,900.0,2400,2 von 5,54.17,1,,,,True,1900.0,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Thulestraße 15, 13189 Berlin, Pankow (Pankow)",Thulestraße,13189 Berlin,Pankow (Pankow),15,Pankow,14.768321949418496,Thulestraße,Pank,O,15,U,mittel,Z,Pankow
62,umfassend modernisierte 1-Zimmer-Wohnung mit Wannenbad und Einbauküche,https://www.immobilienscout24.de/expose/102713621,800.0,100.0,,900.0,2400,2 von 5,54.17,1,,,,True,1900.0,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Thulestraße 15, 13189 Berlin, Pankow (Pankow)",Thulestraße,13189 Berlin,Pankow (Pankow),15,Pankow,14.768321949418496,Thulestraße,Pank,O,15,G,mittel,Z,Pankow
63,Schöne 2-Zimmer-Wohnung in Spandau direkt an der Havel,https://www.immobilienscout24.de/expose/115583379,428.0,90.0,40.0,558.0,1284.00,1 von 3,50.35,2,1.0,1.0,,True,1892.0,,,,,liegt vor,,,WGW - Werz Goldstein & Werz Hausverwaltungsgesellschaft mbH Podbielskiallee 81 14195 Berlin,"Körnerstraße 2, 13585 Berlin, Spandau (Spandau)",Körnerstraße,13585 Berlin,Spandau (Spandau),2,Spandau,8.500496524329693,Körnerstraße,Span,W,2,F,einfach,Z,Spandau
64,2 Zimmer Wohnung in der Siemensstadt,https://www.immobilienscout24.de/expose/115634323,551.19,110.0,0.0,661.19,3 x Nettokaltmiete,2,79.0,2,1.0,1.0,,,1900.0,,Gepflegt,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Hefnersteig 1, 13629 Berlin, Siemensstadt (Spandau)",Hefnersteig,13629 Berlin,Siemensstadt (Spandau),1,Spandau,6.977088607594937,Hefnersteig,Span,W,1,F,einfach,Z,Spandau
65,Elegantes Loftstyle-Wohnen in Mitte * Erstbezug * 2 Loggien * FB-Hzg. * Design-Bäder * Tiefgarage,https://www.immobilienscout24.de/expose/115627164,2797.0,466.0,0.0,3263.0,2 Nettomieten,2,133.19,2,,2.0,True,True,2017.0,,Erstbezug nach Sanierung,Zentralheizung,,liegt vor,,,WOHNKONTAKT Unternehmensgruppe Geutebrückstraße 7 04328 Leipzig,"Kommandantenstraße 75, 10117 Berlin, Mitte (Mitte)",Kommandantenstraße,10117 Berlin,Mitte (Mitte),75,Mitte,21.000075080711767,Kommandantenstraße,Mitt,O,75,F,gut,Z,Mitte
66,Grünes Frohnau!5 Zi.-Maisonette(EG u. Souter.) Südterrasse mit Zugang zum Gemeinschaftsgarten,https://www.immobilienscout24.de/expose/115521302,1375.0,420.0,0.0,1795.0,3 X Nettokaltmiete,0 von 2,155.32,5,,1.0,,,1995.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,WohnKultur Immobilien - Derk u. Tibor Wurster GbR Insterburgallee 30 14055 Berlin,"Fürstendamm 18, 13465 Berlin, Frohnau (Reinickendorf)",Fürstendamm,13465 Berlin,Frohnau (Reinickendorf),18,Reinickendorf,8.852691218130312,Fürstendamm,Rein,W,18,F,gut,D,Reinickendorf
67,Hochwertige Penthouse-Wohnung,https://www.immobilienscout24.de/expose/115618535,1134.0,145.0,0.0,1279.0,3402,5 von 5,63.0,2,1.0,1.0,True,True,2019.0,,,,,,,,Home HT GmbH,"Lückstraße 38, 10317 Berlin, Friedrichsfelde (Lichtenberg)",Lückstraße,10317 Berlin,Friedrichsfelde (Lichtenberg),38,Lichtenberg,18.0,Lückstraße,Lich,O,38,F,mittel *,D,Lichtenberg
68,MITTEN in MITTE! Wohnen neben der Charité,https://www.immobilienscout24.de/expose/114093728,1303.95,182.55,0.0,1616.9,3 Nettokaltmieten,,86.93,3,,,True,,1996.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Luisenstraße 51, 10117 Berlin, Mitte (Mitte)",Luisenstraße,10117 Berlin,Mitte (Mitte),51,Mitte,15.0,Luisenstraße,Mitt,O,51,F,gut *,Z,Mitte
69,Vom MORGENMANTEL direkt in den ARZTKITTEL! Wohnen neben der Charité!!!,https://www.immobilienscout24.de/expose/114093709,1872.6,262.16,0.0,2322.02,3 Nettokaltmieten,,124.84,5,,1.0,True,True,1996.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Luisenstraße 51, 10117 Berlin, Mitte (Mitte)",Luisenstraße,10117 Berlin,Mitte (Mitte),51,Mitte,14.999999999999998,Luisenstraße,Mitt,O,51,F,gut *,Z,Mitte
70,"2- Zimmer, 2 Balkone- 1 Traum!",https://www.immobilienscout24.de/expose/114948552,1279.76,225.84,0.0,1505.6,3 NKM,1 von 5,75.28,2,,,,True,2018.0,,Gepflegt,Fußbodenheizung,,,,,Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,"Boyenstraße 33, 10115 Berlin, Mitte (Mitte)",Boyenstraße,10115 Berlin,Mitte (Mitte),33,Mitte,17.0,Boyenstraße,Mitt,O,33,F,mittel,Z,Mitte
71,Nachmieter für 2- Zimmertraum über den Dächern von Berlin gesucht!,https://www.immobilienscout24.de/expose/114572178,1336.02,227.73,0.0,1563.75,3 Nettokaltmieten,5 von 6,75.91,2,1.0,1.0,,True,2018.0,,,Fußbodenheizung,,,,,Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,"Boyenstraße 33, 10115 Berlin, Mitte (Mitte)",Boyenstraße,10115 Berlin,Mitte (Mitte),33,Mitte,17.600052693979713,Boyenstraße,Mitt,O,33,F,mittel,Z,Mitte
72,Luxuriös und Kompakt ! Neubau in Mitte mit 2 Balkonen !,https://www.immobilienscout24.de/expose/114630895,1336.02,227.73,0.0,1563.75,3859.17,5 von 6,75.91,2,2.0,1.0,True,,2017.0,2019.0,Saniert,Fernwärme,,liegt vor,Bedarfsausweis,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Boyenstraße 33, 10115 Berlin, Mitte (Mitte)",Boyenstraße,10115 Berlin,Mitte (Mitte),33,Mitte,17.600052693979713,Boyenstraße,Mitt,O,33,F,mittel,Z,Mitte
73,Hochwertige Single Wohnung mit großer Terrasse - kostenloser Gym-Zugang,https://www.immobilienscout24.de/expose/114992132,1044.8,205.26,0.0,1250.06,3 Netto-Kaltmieten,5,52.24,1,,1.0,True,True,2015.0,,Neuwertig,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,HGHI Berlin Mitte Wohnungsvermittlungsgesellschaft mbH Jägerstraße 49/50 10117 Berlin,"Voßstraße 32, 10117 Berlin, Mitte (Mitte)",Voßstraße,10117 Berlin,Mitte (Mitte),32,Mitte,20.0,Voßstraße,Mitt,O,32,F,gut,Z,Mitte
74,"Die ""Kaiserhöfe"" - Wohnen wie Gott in Frankreich!",https://www.immobilienscout24.de/expose/75056629,2536.92,787.32,0.0,3324.24,3 x Nettokaltmiete,6 von 6,174.96,4,3.0,2.0,True,True,1913.0,2005.0,Vollständig renoviert,Zentralheizung,Fernwärme,,Verbrauchsausweis,98.0,Lanz & Melzer ImmobilienService Marienstraße 13 a 10117 Berlin,"Unter den Linden 28 a, 10117 Berlin-Mitte, Mitte (Mitte)",Unter den Linden,10117 Berlin-Mitte,Mitte (Mitte),28,Mitte,14.5,Unter den Linden,Mitt,O,28,U,gut *,Z,Mitte
75,"Die ""Kaiserhöfe"" - Wohnen wie Gott in Frankreich!",https://www.immobilienscout24.de/expose/75056629,2536.92,787.32,0.0,3324.24,3 x Nettokaltmiete,6 von 6,174.96,4,3.0,2.0,True,True,1913.0,2005.0,Vollständig renoviert,Zentralheizung,Fernwärme,,Verbrauchsausweis,98.0,Lanz & Melzer ImmobilienService Marienstraße 13 a 10117 Berlin,"Unter den Linden 28 a, 10117 Berlin-Mitte, Mitte (Mitte)",Unter den Linden,10117 Berlin-Mitte,Mitte (Mitte),28,Mitte,14.5,Unter den Linden,Mitt,O,28,G,gut *,Z,Mitte
76,Mittendrin statt nur dabei - Dachgeschosswohnung unweit des Potsdamer Platzes,https://www.immobilienscout24.de/expose/108932407,1906.2,371.71,0.0,2277.91,5718.60,6 von 7,95.31,2,1.0,1.0,True,True,2005.0,,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,DAHLER & COMPANY Berlin GmbH & Co. KG Kurfürstendamm 196 10707 Berlin,"Leipziger Straße 127-128, 10117 Berlin / Mitte, Mitte (Mitte)",Leipziger Straße,10117 Berlin / Mitte,Mitte (Mitte),127,Mitte,20.0,Leipziger Straße,Mitt,O,127,F,gut *,Z,Mitte
77,Wohnung mit Aufdachterrasse in bester City-Lage,https://www.immobilienscout24.de/expose/108979018,5736.8,1118.68,0.0,6855.48,17210.40,7,286.84,5,2.0,2.0,True,,2005.0,,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,DAHLER & COMPANY Berlin GmbH & Co. KG Kurfürstendamm 196 10707 Berlin,"Leipziger Straße 127-128, 10117 Berlin / Mitte, Mitte (Mitte)",Leipziger Straße,10117 Berlin / Mitte,Mitte (Mitte),127,Mitte,20.000000000000004,Leipziger Straße,Mitt,O,127,F,gut *,Z,Mitte
78,Möblierte 2 Zimmer Wohnung direkt in der Friedrichstraße Ecke Oranienburger Straße!,https://www.immobilienscout24.de/expose/115346747,1199.0,300.0,0.0,1499.0,3500.00,6 von 7,61.46,2,1.0,1.0,True,True,1994.0,,Vollständig renoviert,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,96.1,TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,"Friedrichstraße 121, 10117 Berlin, Mitte (Mitte)",Friedrichstraße,10117 Berlin,Mitte (Mitte),121,Mitte,19.50862349495607,Friedrichstraße,Mitt,O,121,F,mittel *,Z,Mitte
79,Modernisierte Dachgeschoss Wohnung mit Einbauküche und Terrasse,https://www.immobilienscout24.de/expose/115612038,1394.51,136.0,104.49,1635.0,418353,6 von 6,78.47,3,,,True,True,1959.0,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Weinbergsweg 11, 10119 Berlin, Mitte (Mitte)",Weinbergsweg,10119 Berlin,Mitte (Mitte),11,Mitte,17.771250159296546,Weinbergsweg,Mitt,O,11,F,gut,Z,Mitte
80,Drei-Zimmer-Wohnung,https://www.immobilienscout24.de/expose/115232020,673.97,140.63,55.4,870.0,202191,,85.24,3,,,,,1920.0,,,Öl-Heizung,Öl,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Schillingstraße 17, 13403 Berlin, Reinickendorf (Reinickendorf)",Schillingstraße,13403 Berlin,Reinickendorf (Reinickendorf),17,Reinickendorf,7.906733927733459,Schillingstraße,Rein,W,17,F,einfach,Z,Reinickendorf
81,Umfassend modernisierte 3 Zimmer Wohnung ohne Einbauküche,https://www.immobilienscout24.de/expose/114099656,1391.0,141.0,168.0,1700.0,4173,2 von 6,97.83,3,,,True,,1995.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Rungestraße 25, 10179 Berlin, Mitte (Mitte)",Rungestraße,10179 Berlin,Mitte (Mitte),25,Mitte,14.218542369416335,Rungestraße,Mitt,O,25,F,mittel,Z,Mitte
82,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614036,810.0,50.0,0.0,860.0,EUR 172000,1,16.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 58, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),58,Mitte,50.625,Chausseestraße,Mitt,O,58,F,mittel,Z,Mitte
83,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614043,780.0,50.0,0.0,830.0,EUR 166000,1,14.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 58, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),58,Mitte,55.714285714285715,Chausseestraße,Mitt,O,58,F,mittel,Z,Mitte
84,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614030,740.0,50.0,0.0,790.0,EUR 158000,1,12.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 58, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),58,Mitte,61.666666666666664,Chausseestraße,Mitt,O,58,F,mittel,Z,Mitte
85,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614026,740.0,50.0,0.0,790.0,EUR 158000,1,12.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 58, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),58,Mitte,61.666666666666664,Chausseestraße,Mitt,O,58,F,mittel,Z,Mitte
86,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614031,910.0,50.0,0.0,960.0,EUR 192000,5,20.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 59a, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),59,Mitte,45.5,Chausseestraße,Mitt,O,59,F,mittel *,Z,Mitte
87,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614031,910.0,50.0,0.0,960.0,EUR 192000,5,20.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 59a, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),59,Mitte,45.5,Chausseestraße,Mitt,O,59,F,mittel,Z,Mitte
88,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614045,890.0,50.0,0.0,940.0,EUR 188000,5,17.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 59a, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),59,Mitte,52.35294117647059,Chausseestraße,Mitt,O,59,F,mittel *,Z,Mitte
89,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614045,890.0,50.0,0.0,940.0,EUR 188000,5,17.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 59a, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),59,Mitte,52.35294117647059,Chausseestraße,Mitt,O,59,F,mittel,Z,Mitte
90,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614037,810.0,50.0,0.0,860.0,EUR 172000,5,12.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 59a, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),59,Mitte,67.5,Chausseestraße,Mitt,O,59,F,mittel *,Z,Mitte
91,Living in Berlin's most trendy and charming quarter,https://www.immobilienscout24.de/expose/115614037,810.0,50.0,0.0,860.0,EUR 172000,5,12.0,1,1.0,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Chausseestraße 59a, 10115 Berlin, Mitte (Mitte)",Chausseestraße,10115 Berlin,Mitte (Mitte),59,Mitte,67.5,Chausseestraße,Mitt,O,59,F,mittel,Z,Mitte
92,Ab sofort und barrierefrei! Ruhige 2 Zi Whg mit Terrasse und EBK!,https://www.immobilienscout24.de/expose/115510993,1120.0,155.0,0.0,1275.0,3360,,65.41,2,1.0,1.0,True,True,2019.0,,Erstbezug,Fernwärme,,,,,Eichenglobal GmbH Charlottenstraße 18 10117 Berlin,"Im Lichtenhain 2, 10317 Berlin, Lichtenberg (Lichtenberg)",Im Lichtenhain,10317 Berlin,Lichtenberg (Lichtenberg),2,Lichtenberg,17.122764103348114,Im Lichtenhain,Lich,O,2,G,mittel *,D,Lichtenberg
